hospital_id,department_id,department_name,date,patients_admitted_count,readmission_count,avg_length_of_stay_days,avg_treatment_cost,readmission_rate_pct,patients_discharged_count,total_staff_in_department,department_efficiency_score
H1,3,Surgery,2020-12-14,3,0,5.0,26434.333333333332,0.0,3,43,49.36
H1,3,Surgery,2020-12-15,5,0,5.2,17467.6,0.0,8,43,49.36
H1,3,Surgery,2020-12-16,4,0,3.5,21844.0,0.0,6,43,49.36
H1,3,Surgery,2020-12-17,4,0,6.0,42334.5,0.0,7,43,49.36
H1,3,Surgery,2020-12-18,4,0,2.25,50032.25,0.0,6,43,49.36
H1,3,Surgery,2020-12-19,8,0,2.875,41492.75,0.0,3,43,49.36
H1,3,Surgery,2020-12-20,4,0,5.5,43040.0,0.0,6,43,49.36
H1,3,Surgery,2020-12-21,5,0,3.0,28352.4,0.0,4,43,49.36
H1,3,Surgery,2020-12-22,3,0,5.0,52578.333333333336,0.0,7,43,49.36
H1,3,Surgery,2020-12-23,5,1,5.8,40727.6,20.0,3,43,49.36
H1,3,Surgery,2020-12-24,5,1,4.2,28906.6,20.0,3,43,49.36
H1,3,Surgery,2020-12-25,7,0,5.857142857142857,48109.857142857145,0.0,4,43,49.36
H1,3,Surgery,2020-12-26,4,0,5.75,35159.75,0.0,8,43,49.36
H1,3,Surgery,2020-12-27,4,0,2.5,32677.25,0.0,6,43,49.36
H1,3,Surgery,2020-12-28,4,0,2.75,33846.5,0.0,1,43,49.36
H1,3,Surgery,2020-12-29,4,0,3.25,28043.75,0.0,3,43,49.36
H1,3,Surgery,2020-12-30,6,0,4.666666666666667,20520.833333333332,0.0,5,43,49.36
H1,3,Surgery,2020-12-31,8,1,5.875,43691.875,12.5,7,43,49.36
H1,3,Surgery,2021-01-01,4,0,5.75,25419.0,0.0,2,43,49.36
H1,3,Surgery,2021-01-02,5,0,6.8,53858.0,0.0,7,43,49.36
H1,3,Surgery,2021-01-03,3,0,4.0,43172.0,0.0,5,43,49.36
H1,3,Surgery,2021-01-04,4,0,2.0,20536.75,0.0,4,43,49.36
H1,3,Surgery,2021-01-05,7,0,4.285714285714286,34082.857142857145,0.0,5,43,49.36
H1,3,Surgery,2021-01-06,2,0,3.0,32413.5,0.0,5,43,49.36
H1,3,Surgery,2021-01-07,4,1,5.25,29500.0,25.0,5,43,49.36
H1,3,Surgery,2021-01-08,3,0,4.0,15514.333333333334,0.0,5,43,49.36
H1,3,Surgery,2021-01-09,2,0,5.0,17673.5,0.0,5,43,49.36
H1,3,Surgery,2021-01-10,4,0,5.5,17394.25,0.0,5,43,49.36
H1,3,Surgery,2021-01-11,6,0,5.833333333333333,37887.166666666664,0.0,2,43,49.36
H1,3,Surgery,2021-01-12,2,0,2.5,27214.5,0.0,6,43,49.36
H1,3,Surgery,2021-01-13,5,0,5.0,40826.4,0.0,3,43,49.36
H1,3,Surgery,2021-01-14,3,0,7.666666666666667,54611.666666666664,0.0,0,43,49.36
H1,3,Surgery,2021-01-15,6,0,6.166666666666667,32224.666666666668,0.0,3,43,49.36
H1,3,Surgery,2021-01-16,3,0,3.3333333333333335,34161.666666666664,0.0,6,43,49.36
H1,3,Surgery,2021-01-17,4,0,3.5,24755.75,0.0,2,43,49.36
H1,3,Surgery,2021-01-18,4,0,3.0,35645.75,0.0,1,43,49.36
H1,3,Surgery,2021-01-19,2,0,4.5,51931.5,0.0,6,43,49.36
H1,3,Surgery,2021-01-20,5,0,5.6,32641.4,0.0,5,43,49.36
H1,3,Surgery,2021-01-21,5,1,4.8,46412.6,20.0,5,43,49.36
H1,3,Surgery,2021-01-22,5,0,4.0,37753.0,0.0,4,43,49.36
H1,3,Surgery,2021-01-23,1,0,7.0,71421.0,0.0,4,43,49.36
H1,3,Surgery,2021-01-24,5,0,4.8,38946.0,0.0,8,43,49.36
H1,3,Surgery,2021-01-25,5,0,7.8,36200.0,0.0,3,43,49.36
H1,3,Surgery,2021-01-26,6,0,5.5,31773.333333333332,0.0,0,43,49.36
H1,3,Surgery,2021-01-27,9,1,5.333333333333333,36315.11111111111,11.11,4,43,49.36
H1,3,Surgery,2021-01-28,3,0,3.6666666666666665,17572.666666666668,0.0,4,43,49.36
H1,3,Surgery,2021-01-29,2,0,2.5,14719.0,0.0,3,43,49.36
H1,3,Surgery,2021-01-30,9,1,3.5555555555555554,33148.0,11.11,5,43,49.36
H1,3,Surgery,2021-01-31,5,0,5.8,21099.0,0.0,5,43,49.36
H1,3,Surgery,2021-02-01,6,0,3.5,43229.333333333336,0.0,7,43,49.36
H1,3,Surgery,2021-02-02,1,0,7.0,89722.0,0.0,11,43,49.36
H1,3,Surgery,2021-02-03,7,0,3.7142857142857144,40935.857142857145,0.0,4,43,49.36
H1,3,Surgery,2021-02-04,3,1,4.333333333333333,27054.0,33.33,6,43,49.36
H1,3,Surgery,2021-02-05,4,0,3.0,59889.5,0.0,3,43,49.36
H1,3,Surgery,2021-02-06,6,0,4.833333333333333,33682.333333333336,0.0,8,43,49.36
H1,3,Surgery,2021-02-07,6,0,2.6666666666666665,47223.166666666664,0.0,4,43,49.36
H1,3,Surgery,2021-02-08,5,1,5.4,44860.8,20.0,2,43,49.36
H1,3,Surgery,2021-02-09,1,0,7.0,20176.0,0.0,10,43,49.36
H1,3,Surgery,2021-02-10,6,1,5.333333333333333,37680.0,16.67,3,43,49.36
H1,3,Surgery,2021-02-11,6,0,4.833333333333333,36765.0,0.0,3,43,49.36
H1,3,Surgery,2021-02-12,5,0,8.2,27970.8,0.0,1,43,49.36
H1,3,Surgery,2021-02-13,2,0,4.5,52886.5,0.0,6,43,49.36
H1,3,Surgery,2021-02-14,3,0,5.666666666666667,40498.0,0.0,3,43,49.36
H1,3,Surgery,2021-02-15,6,0,3.8333333333333335,29019.666666666668,0.0,3,43,49.36
H1,3,Surgery,2021-02-16,4,0,6.0,36008.0,0.0,2,43,49.36
H1,3,Surgery,2021-02-17,4,0,3.5,38667.25,0.0,6,43,49.36
H1,3,Surgery,2021-02-18,4,0,6.75,54039.0,0.0,8,43,49.36
H1,3,Surgery,2021-02-19,9,1,4.444444444444445,47709.22222222222,11.11,2,43,49.36
H1,3,Surgery,2021-02-20,8,0,5.625,34575.25,0.0,7,43,49.36
H1,3,Surgery,2021-02-21,7,0,5.571428571428571,33577.0,0.0,1,43,49.36
H1,3,Surgery,2021-02-22,4,0,9.5,43698.0,0.0,7,43,49.36
H1,3,Surgery,2021-02-23,4,0,4.5,29100.75,0.0,3,43,49.36
H1,3,Surgery,2021-02-24,5,0,4.4,45918.0,0.0,7,43,49.36
H1,3,Surgery,2021-02-25,10,0,5.5,38818.1,0.0,9,43,49.36
H1,3,Surgery,2021-02-26,3,0,4.0,34218.333333333336,0.0,2,43,49.36
H1,3,Surgery,2021-02-27,5,0,5.0,39307.0,0.0,3,43,49.36
H1,3,Surgery,2021-02-28,6,0,3.8333333333333335,34089.333333333336,0.0,9,43,49.36
H1,3,Surgery,2021-03-01,4,0,2.25,34249.25,0.0,6,43,49.36
H1,3,Surgery,2021-03-02,6,0,5.5,39131.333333333336,0.0,6,43,49.36
H1,3,Surgery,2021-03-03,6,0,3.3333333333333335,28110.833333333332,0.0,7,43,49.36
H1,3,Surgery,2021-03-04,3,0,5.333333333333333,18249.666666666668,0.0,6,43,49.36
H1,3,Surgery,2021-03-05,1,0,1.0,8685.0,0.0,5,43,49.36
H1,3,Surgery,2021-03-06,7,1,6.142857142857143,45233.57142857143,14.29,5,43,49.36
H1,3,Surgery,2021-03-07,9,2,3.2222222222222223,41279.88888888889,22.22,6,43,49.36
H1,3,Surgery,2021-03-08,4,0,7.25,31238.0,0.0,6,43,49.36
H1,3,Surgery,2021-03-09,4,0,3.75,29496.75,0.0,8,43,49.36
H1,3,Surgery,2021-03-10,6,0,3.0,44659.333333333336,0.0,5,43,49.36
H1,3,Surgery,2021-03-11,5,0,3.4,24864.0,0.0,3,43,49.36
H1,3,Surgery,2021-03-12,8,0,3.875,51481.375,0.0,5,43,49.36
H1,3,Surgery,2021-03-13,4,0,3.5,37834.0,0.0,6,43,49.36
H1,3,Surgery,2021-03-14,5,0,4.2,43518.4,0.0,7,43,49.36
H1,3,Surgery,2021-03-15,4,0,4.25,25030.5,0.0,4,43,49.36
H1,3,Surgery,2021-03-16,2,0,9.5,54002.5,0.0,6,43,49.36
H1,3,Surgery,2021-03-17,5,0,5.2,26290.2,0.0,5,43,49.36
H1,3,Surgery,2021-03-18,4,0,6.0,38109.0,0.0,3,43,49.36
H1,3,Surgery,2021-03-19,7,0,3.7142857142857144,34500.142857142855,0.0,1,43,49.36
H1,3,Surgery,2021-03-20,4,0,3.75,45499.5,0.0,4,43,49.36
H1,3,Surgery,2021-03-21,5,0,4.6,58082.6,0.0,3,43,49.36
H1,3,Surgery,2021-03-22,11,0,5.2727272727272725,28940.636363636364,0.0,10,43,49.36
H1,3,Surgery,2021-03-23,8,0,5.875,33201.0,0.0,3,43,49.36
H1,3,Surgery,2021-03-24,5,0,2.2,46547.0,0.0,7,43,49.36
H1,3,Surgery,2021-03-25,10,0,4.9,31759.6,0.0,10,43,49.36
H1,3,Surgery,2021-03-26,3,0,4.0,47483.333333333336,0.0,3,43,49.36
H1,3,Surgery,2021-03-27,1,0,10.0,23263.0,0.0,9,43,49.36
H1,3,Surgery,2021-03-28,5,0,5.4,27715.6,0.0,3,43,49.36
H1,3,Surgery,2021-03-29,5,0,4.0,45301.6,0.0,4,43,49.36
H1,3,Surgery,2021-03-30,1,0,2.0,26375.0,0.0,6,43,49.36
H1,3,Surgery,2021-03-31,3,0,3.6666666666666665,48432.333333333336,0.0,4,43,49.36
H1,3,Surgery,2021-04-01,4,0,4.25,23237.0,0.0,5,43,49.36
H1,3,Surgery,2021-04-02,5,0,4.2,25210.6,0.0,3,43,49.36
H1,3,Surgery,2021-04-03,4,0,4.5,34504.5,0.0,6,43,49.36
H1,3,Surgery,2021-04-04,5,0,5.6,30256.8,0.0,3,43,49.36
H1,3,Surgery,2021-04-05,3,0,8.666666666666666,27649.333333333332,0.0,8,43,49.36
H1,3,Surgery,2021-04-06,7,0,4.428571428571429,27919.85714285714,0.0,1,43,49.36
H1,3,Surgery,2021-04-07,3,0,4.0,41976.0,0.0,3,43,49.36
H1,3,Surgery,2021-04-08,9,2,4.666666666666667,35931.555555555555,22.22,6,43,49.36
H1,3,Surgery,2021-04-09,5,0,3.2,17328.0,0.0,4,43,49.36
H1,3,Surgery,2021-04-10,5,0,6.6,22575.6,0.0,5,43,49.36
H1,3,Surgery,2021-04-11,4,0,5.0,29214.25,0.0,4,43,49.36
H1,3,Surgery,2021-04-12,5,0,4.2,30568.8,0.0,0,43,49.36
H1,3,Surgery,2021-04-13,5,1,4.2,25407.8,20.0,10,43,49.36
H1,3,Surgery,2021-04-14,6,0,4.166666666666667,44768.333333333336,0.0,5,43,49.36
H1,3,Surgery,2021-04-15,3,0,4.333333333333333,24138.0,0.0,3,43,49.36
H1,3,Surgery,2021-04-16,5,1,5.2,24152.8,20.0,9,43,49.36
H1,3,Surgery,2021-04-17,5,0,4.4,38104.6,0.0,6,43,49.36
H1,3,Surgery,2021-04-18,8,1,4.875,27036.625,12.5,2,43,49.36
H1,3,Surgery,2021-04-19,2,0,5.0,36791.0,0.0,9,43,49.36
H1,3,Surgery,2021-04-20,7,1,3.2857142857142856,62907.28571428572,14.29,4,43,49.36
H1,3,Surgery,2021-04-21,9,0,3.5555555555555554,35382.666666666664,0.0,4,43,49.36
H1,3,Surgery,2021-04-22,3,0,2.3333333333333335,34203.333333333336,0.0,4,43,49.36
H1,3,Surgery,2021-04-23,3,0,5.333333333333333,46263.333333333336,0.0,12,43,49.36
H1,3,Surgery,2021-04-24,3,0,6.333333333333333,48168.666666666664,0.0,4,43,49.36
H1,3,Surgery,2021-04-25,9,0,4.888888888888889,27408.88888888889,0.0,7,43,49.36
H1,3,Surgery,2021-04-26,8,0,5.375,28019.5,0.0,4,43,49.36
H1,3,Surgery,2021-04-27,7,0,2.5714285714285716,48240.142857142855,0.0,4,43,49.36
H1,3,Surgery,2021-04-28,2,0,5.0,53478.5,0.0,5,43,49.36
H1,3,Surgery,2021-04-29,9,0,4.555555555555555,35762.333333333336,0.0,5,43,49.36
H1,3,Surgery,2021-04-30,4,0,4.75,31107.75,0.0,4,43,49.36
H1,3,Surgery,2021-05-01,3,0,4.0,31741.666666666668,0.0,6,43,49.36
H1,3,Surgery,2021-05-02,6,0,5.833333333333333,38540.666666666664,0.0,4,43,49.36
H1,3,Surgery,2021-05-03,5,0,3.4,26244.6,0.0,8,43,49.36
H1,3,Surgery,2021-05-04,4,0,5.25,38013.75,0.0,6,43,49.36
H1,3,Surgery,2021-05-05,7,0,4.571428571428571,35139.857142857145,0.0,3,43,49.36
H1,3,Surgery,2021-05-06,1,1,7.0,34110.0,100.0,3,43,49.36
H1,3,Surgery,2021-05-07,6,0,5.833333333333333,40429.5,0.0,5,43,49.36
H1,3,Surgery,2021-05-08,6,0,2.1666666666666665,33327.166666666664,0.0,8,43,49.36
H1,3,Surgery,2021-05-09,5,0,5.0,31347.2,0.0,7,43,49.36
H1,3,Surgery,2021-05-10,7,1,6.0,33122.28571428572,14.29,2,43,49.36
H1,3,Surgery,2021-05-11,2,1,3.0,31026.0,50.0,5,43,49.36
H1,3,Surgery,2021-05-12,2,0,2.5,35640.0,0.0,4,43,49.36
H1,3,Surgery,2021-05-13,4,0,2.25,39057.0,0.0,5,43,49.36
H1,3,Surgery,2021-05-14,5,0,4.6,31426.4,0.0,5,43,49.36
H1,3,Surgery,2021-05-15,5,1,5.8,18721.8,20.0,8,43,49.36
H1,3,Surgery,2021-05-16,2,0,6.0,56610.5,0.0,2,43,49.36
H1,3,Surgery,2021-05-17,7,0,5.428571428571429,40221.28571428572,0.0,4,43,49.36
H1,3,Surgery,2021-05-18,9,0,5.333333333333333,27672.11111111111,0.0,4,43,49.36
H1,3,Surgery,2021-05-19,7,1,3.142857142857143,36936.28571428572,14.29,2,43,49.36
H1,3,Surgery,2021-05-20,7,0,3.5714285714285716,34119.71428571428,0.0,7,43,49.36
H1,3,Surgery,2021-05-21,8,0,4.0,37902.25,0.0,5,43,49.36
H1,3,Surgery,2021-05-22,1,0,7.0,23654.0,0.0,10,43,49.36
H1,3,Surgery,2021-05-23,4,0,6.0,27225.75,0.0,2,43,49.36
H1,3,Surgery,2021-05-24,4,0,4.0,26364.5,0.0,7,43,49.36
H1,3,Surgery,2021-05-25,3,0,7.0,37915.666666666664,0.0,5,43,49.36
H1,3,Surgery,2021-05-26,1,0,7.0,49750.0,0.0,4,43,49.36
H1,3,Surgery,2021-05-27,6,0,6.166666666666667,32215.833333333332,0.0,4,43,49.36
H1,3,Surgery,2021-05-28,6,0,4.833333333333333,53654.833333333336,0.0,4,43,49.36
H1,3,Surgery,2021-05-29,9,0,3.111111111111111,47575.555555555555,0.0,5,43,49.36
H1,3,Surgery,2021-05-30,4,0,4.5,29263.5,0.0,5,43,49.36
H1,3,Surgery,2021-05-31,5,0,6.2,34321.0,0.0,5,43,49.36
H1,3,Surgery,2021-06-01,5,0,5.2,34140.6,0.0,2,43,49.36
H1,3,Surgery,2021-06-02,2,0,4.0,63616.0,0.0,6,43,49.36
H1,3,Surgery,2021-06-03,6,0,3.6666666666666665,36366.166666666664,0.0,3,43,49.36
H1,3,Surgery,2021-06-04,1,0,6.0,17896.0,0.0,6,43,49.36
H1,3,Surgery,2021-06-05,2,0,2.0,68283.0,0.0,5,43,49.36
H1,3,Surgery,2021-06-06,6,0,5.333333333333333,41030.833333333336,0.0,7,43,49.36
H1,3,Surgery,2021-06-07,4,0,3.25,50820.5,0.0,3,43,49.36
H1,3,Surgery,2021-06-08,10,0,4.3,41915.9,0.0,4,43,49.36
H1,3,Surgery,2021-06-09,4,0,3.75,27463.0,0.0,8,43,49.36
H1,3,Surgery,2021-06-10,4,0,5.5,28451.25,0.0,3,43,49.36
H1,3,Surgery,2021-06-11,2,0,5.0,68633.5,0.0,7,43,49.36
H1,3,Surgery,2021-06-12,4,1,5.75,26064.5,25.0,2,43,49.36
H1,3,Surgery,2021-06-13,6,0,5.0,35626.5,0.0,3,43,49.36
H1,3,Surgery,2021-06-14,7,1,4.428571428571429,31478.85714285714,14.29,5,43,49.36
H1,3,Surgery,2021-06-15,4,0,7.0,41900.75,0.0,4,43,49.36
H1,3,Surgery,2021-06-16,5,0,5.0,44682.8,0.0,8,43,49.36
H1,3,Surgery,2021-06-17,3,0,4.333333333333333,31671.0,0.0,2,43,49.36
H1,3,Surgery,2021-06-18,3,0,4.333333333333333,34542.666666666664,0.0,1,43,49.36
H1,3,Surgery,2021-06-19,2,0,7.5,14254.5,0.0,3,43,49.36
H1,3,Surgery,2021-06-20,8,1,3.625,35159.125,12.5,5,43,49.36
H1,3,Surgery,2021-06-21,5,0,6.2,32216.6,0.0,4,43,49.36
H1,3,Surgery,2021-06-22,2,0,3.0,39720.5,0.0,6,43,49.36
H1,3,Surgery,2021-06-23,5,0,3.8,33446.0,0.0,4,43,49.36
H1,3,Surgery,2021-06-24,4,0,4.5,31594.5,0.0,9,43,49.36
H1,3,Surgery,2021-06-25,4,0,4.0,64086.0,0.0,4,43,49.36
H1,3,Surgery,2021-06-26,2,0,3.0,42820.0,0.0,5,43,49.36
H1,3,Surgery,2021-06-27,1,0,3.0,31487.0,0.0,3,43,49.36
H1,3,Surgery,2021-06-28,7,0,5.857142857142857,27692.428571428572,0.0,4,43,49.36
H1,3,Surgery,2021-06-29,4,0,7.5,36893.75,0.0,5,43,49.36
H1,3,Surgery,2021-06-30,4,0,4.5,29158.75,0.0,2,43,49.36
H1,3,Surgery,2021-07-01,6,0,4.5,46694.833333333336,0.0,1,43,49.36
H1,3,Surgery,2021-07-02,7,0,3.857142857142857,37021.57142857143,0.0,3,43,49.36
H1,3,Surgery,2021-07-03,8,0,4.25,41295.0,0.0,4,43,49.36
H1,3,Surgery,2021-07-04,6,1,4.0,32297.5,16.67,9,43,49.36
H1,3,Surgery,2021-07-05,6,0,3.6666666666666665,40591.166666666664,0.0,5,43,49.36
H1,3,Surgery,2021-07-06,7,0,5.857142857142857,37987.0,0.0,4,43,49.36
H1,3,Surgery,2021-07-07,6,0,6.666666666666667,30159.0,0.0,8,43,49.36
H1,3,Surgery,2021-07-08,3,0,3.3333333333333335,33225.333333333336,0.0,6,43,49.36
H1,3,Surgery,2021-07-09,3,0,5.0,37368.333333333336,0.0,6,43,49.36
H1,3,Surgery,2021-07-10,5,0,6.2,56832.4,0.0,4,43,49.36
H1,3,Surgery,2021-07-11,5,0,3.8,31013.0,0.0,3,43,49.36
H1,3,Surgery,2021-07-12,5,0,7.0,34738.6,0.0,6,43,49.36
H1,3,Surgery,2021-07-13,7,0,2.857142857142857,31454.14285714286,0.0,5,43,49.36
H1,3,Surgery,2021-07-14,3,0,6.333333333333333,35238.333333333336,0.0,10,43,49.36
H1,3,Surgery,2021-07-15,4,0,6.0,37919.0,0.0,4,43,49.36
H1,3,Surgery,2021-07-16,4,1,3.75,41565.75,25.0,3,43,49.36
H1,3,Surgery,2021-07-17,8,1,4.5,36896.5,12.5,4,43,49.36
H1,3,Surgery,2021-07-18,4,1,7.25,49000.75,25.0,3,43,49.36
H1,3,Surgery,2021-07-19,4,0,5.5,42035.0,0.0,6,43,49.36
H1,3,Surgery,2021-07-20,4,0,3.75,35767.5,0.0,6,43,49.36
H1,3,Surgery,2021-07-21,4,0,3.0,23682.75,0.0,6,43,49.36
H1,3,Surgery,2021-07-22,7,0,4.0,34471.28571428572,0.0,2,43,49.36
H1,3,Surgery,2021-07-23,6,0,4.666666666666667,53614.166666666664,0.0,8,43,49.36
H1,3,Surgery,2021-07-24,5,0,3.8,31842.0,0.0,4,43,49.36
H1,3,Surgery,2021-07-25,8,0,3.0,40487.75,0.0,5,43,49.36
H1,3,Surgery,2021-07-26,3,1,3.6666666666666665,22764.333333333332,33.33,9,43,49.36
H1,3,Surgery,2021-07-27,7,0,5.0,38568.0,0.0,7,43,49.36
H1,3,Surgery,2021-07-28,4,0,5.75,61065.5,0.0,3,43,49.36
H1,3,Surgery,2021-07-29,3,0,7.666666666666667,31265.0,0.0,3,43,49.36
H1,3,Surgery,2021-07-30,11,0,3.727272727272727,30946.18181818182,0.0,4,43,49.36
H1,3,Surgery,2021-07-31,6,0,4.833333333333333,35605.166666666664,0.0,7,43,49.36
H1,3,Surgery,2021-08-01,8,0,6.0,40844.75,0.0,7,43,49.36
H1,3,Surgery,2021-08-02,3,0,2.0,81051.0,0.0,4,43,49.36
H1,3,Surgery,2021-08-03,9,0,3.6666666666666665,34054.444444444445,0.0,6,43,49.36
H1,3,Surgery,2021-08-04,4,1,2.25,34071.5,25.0,8,43,49.36
H1,3,Surgery,2021-08-05,3,0,4.333333333333333,27231.333333333332,0.0,9,43,49.36
H1,3,Surgery,2021-08-06,4,1,3.25,31956.25,25.0,3,43,49.36
H1,3,Surgery,2021-08-07,4,1,7.0,51806.75,25.0,5,43,49.36
H1,3,Surgery,2021-08-08,2,1,4.5,20611.5,50.0,9,43,49.36
H1,3,Surgery,2021-08-09,4,0,4.5,26270.75,0.0,5,43,49.36
H1,3,Surgery,2021-08-10,3,0,3.3333333333333335,45134.333333333336,0.0,1,43,49.36
H1,3,Surgery,2021-08-11,5,0,5.4,51445.6,0.0,3,43,49.36
H1,3,Surgery,2021-08-12,3,0,4.666666666666667,33175.0,0.0,3,43,49.36
H1,3,Surgery,2021-08-13,6,0,4.666666666666667,34564.666666666664,0.0,2,43,49.36
H1,3,Surgery,2021-08-14,4,0,3.75,37886.0,0.0,2,43,49.36
H1,3,Surgery,2021-08-15,3,0,9.0,19884.666666666668,0.0,6,43,49.36
H1,3,Surgery,2021-08-16,3,0,1.3333333333333333,36038.333333333336,0.0,6,43,49.36
H1,3,Surgery,2021-08-17,6,0,4.666666666666667,54981.666666666664,0.0,7,43,49.36
H1,3,Surgery,2021-08-18,6,0,5.5,52575.833333333336,0.0,3,43,49.36
H1,3,Surgery,2021-08-19,7,0,4.428571428571429,34226.42857142857,0.0,4,43,49.36
H1,3,Surgery,2021-08-20,2,0,5.5,19984.0,0.0,4,43,49.36
H1,3,Surgery,2021-08-21,8,0,4.625,52662.375,0.0,1,43,49.36
H1,3,Surgery,2021-08-22,3,0,5.666666666666667,19799.333333333332,0.0,6,43,49.36
H1,3,Surgery,2021-08-23,3,0,5.0,34167.666666666664,0.0,4,43,49.36
H1,3,Surgery,2021-08-24,5,0,4.8,32587.6,0.0,2,43,49.36
H1,3,Surgery,2021-08-25,3,1,4.0,24654.666666666668,33.33,7,43,49.36
H1,3,Surgery,2021-08-26,3,0,7.666666666666667,54979.666666666664,0.0,5,43,49.36
H1,3,Surgery,2021-08-27,1,0,3.0,22452.0,0.0,6,43,49.36
H1,3,Surgery,2021-08-28,3,0,5.0,57979.666666666664,0.0,3,43,49.36
H1,3,Surgery,2021-08-29,9,0,4.777777777777778,33487.22222222222,0.0,5,43,49.36
H1,3,Surgery,2021-08-30,2,0,4.0,12783.0,0.0,2,43,49.36
H1,3,Surgery,2021-08-31,3,1,4.0,44776.0,33.33,4,43,49.36
H1,3,Surgery,2021-09-01,12,1,3.9166666666666665,46173.083333333336,8.33,4,43,49.36
H1,3,Surgery,2021-09-02,7,0,4.285714285714286,38390.71428571428,0.0,7,43,49.36
H1,3,Surgery,2021-09-03,6,0,2.6666666666666665,36641.166666666664,0.0,7,43,49.36
H1,3,Surgery,2021-09-04,5,0,3.2,38105.4,0.0,3,43,49.36
H1,3,Surgery,2021-09-05,9,0,4.0,35726.0,0.0,8,43,49.36
H1,3,Surgery,2021-09-06,7,0,2.4285714285714284,24934.714285714286,0.0,8,43,49.36
H1,3,Surgery,2021-09-07,3,0,4.333333333333333,18860.333333333332,0.0,9,43,49.36
H1,3,Surgery,2021-09-08,2,0,3.5,47128.5,0.0,6,43,49.36
H1,3,Surgery,2021-09-10,3,0,3.6666666666666665,47005.0,0.0,5,43,49.36
H1,3,Surgery,2021-09-11,3,0,5.0,37824.666666666664,0.0,2,43,49.36
H1,3,Surgery,2021-09-12,5,0,3.6,34129.0,0.0,0,43,49.36
H1,3,Surgery,2021-09-13,9,0,5.666666666666667,39221.666666666664,0.0,2,43,49.36
H1,3,Surgery,2021-09-14,6,0,3.3333333333333335,41906.0,0.0,7,43,49.36
H1,3,Surgery,2021-09-15,4,0,5.75,27930.75,0.0,4,43,49.36
H1,3,Surgery,2021-09-16,6,0,4.333333333333333,46332.833333333336,0.0,3,43,49.36
H1,3,Surgery,2021-09-17,2,0,6.0,60032.5,0.0,5,43,49.36
H1,3,Surgery,2021-09-18,4,0,4.75,61566.75,0.0,6,43,49.36
H1,3,Surgery,2021-09-19,5,0,3.2,53663.2,0.0,3,43,49.36
H1,3,Surgery,2021-09-20,6,1,5.166666666666667,36995.666666666664,16.67,4,43,49.36
H1,3,Surgery,2021-09-21,4,0,4.5,41911.5,0.0,11,43,49.36
H1,3,Surgery,2021-09-22,5,0,5.6,35100.4,0.0,1,43,49.36
H1,3,Surgery,2021-09-23,5,0,5.4,30212.6,0.0,2,43,49.36
H1,3,Surgery,2021-09-24,4,1,4.75,27202.0,25.0,2,43,49.36
H1,3,Surgery,2021-09-25,4,0,3.75,27575.0,0.0,4,43,49.36
H1,3,Surgery,2021-09-26,9,0,6.777777777777778,46880.0,0.0,5,43,49.36
H1,3,Surgery,2021-09-27,6,0,7.166666666666667,41595.833333333336,0.0,7,43,49.36
H1,3,Surgery,2021-09-28,7,0,3.7142857142857144,40417.71428571428,0.0,7,43,49.36
H1,3,Surgery,2021-09-29,6,0,3.8333333333333335,34620.833333333336,0.0,4,43,49.36
H1,3,Surgery,2021-09-30,4,1,5.5,41380.0,25.0,1,43,49.36
H1,3,Surgery,2021-10-01,2,0,3.5,23273.0,0.0,6,43,49.36
H1,3,Surgery,2021-10-02,6,0,4.5,46374.5,0.0,9,43,49.36
H1,3,Surgery,2021-10-03,2,0,5.5,46085.0,0.0,2,43,49.36
H1,3,Surgery,2021-10-04,5,0,5.6,50984.2,0.0,9,43,49.36
H1,3,Surgery,2021-10-05,6,0,6.5,42417.666666666664,0.0,6,43,49.36
H1,3,Surgery,2021-10-06,6,0,7.166666666666667,24445.333333333332,0.0,6,43,49.36
H1,3,Surgery,2021-10-07,6,0,5.333333333333333,43327.0,0.0,3,43,49.36
H1,3,Surgery,2021-10-08,4,0,5.75,43311.25,0.0,2,43,49.36
H1,3,Surgery,2021-10-09,5,0,3.4,52371.2,0.0,5,43,49.36
H1,3,Surgery,2021-10-10,5,0,6.8,48983.8,0.0,6,43,49.36
H1,3,Surgery,2021-10-11,3,0,5.333333333333333,32386.333333333332,0.0,3,43,49.36
H1,3,Surgery,2021-10-12,2,0,5.5,30464.0,0.0,3,43,49.36
H1,3,Surgery,2021-10-13,4,0,4.0,30888.5,0.0,4,43,49.36
H1,3,Surgery,2021-10-14,3,0,3.3333333333333335,42093.0,0.0,6,43,49.36
H1,3,Surgery,2021-10-15,5,0,5.8,48906.0,0.0,5,43,49.36
H1,3,Surgery,2021-10-16,5,0,3.4,28770.2,0.0,6,43,49.36
H1,3,Surgery,2021-10-17,4,0,6.0,33232.0,0.0,4,43,49.36
H1,3,Surgery,2021-10-18,7,1,4.285714285714286,33710.42857142857,14.29,5,43,49.36
H1,3,Surgery,2021-10-19,4,0,3.75,55773.0,0.0,7,43,49.36
H1,3,Surgery,2021-10-20,3,0,2.0,44115.0,0.0,4,43,49.36
H1,3,Surgery,2021-10-21,5,1,4.0,44088.4,20.0,7,43,49.36
H1,3,Surgery,2021-10-22,3,0,5.0,45756.666666666664,0.0,4,43,49.36
H1,3,Surgery,2021-10-23,3,1,4.666666666666667,32669.666666666668,33.33,2,43,49.36
